income,married,kids,nonwhite,female,education,urban,ability
19027.54,1,0,0,1,9,1,16
46924.54,0,1,1,0,10,1,24
146266.03,1,2,0,1,14,0,5
10592.45,1,0,1,0,5,0,32
10922.55,0,1,1,0,5,0,27
11283.71,0,0,1,1,7,1,34
103818.97,1,0,1,1,14,1,58
65260.57,0,1,1,1,11,0,42
22060.51,1,2,1,0,8,0,95
10232.29,1,0,1,0,3,1,51
23067.74,0,2,1,0,7,1,11
24360.03,1,4,1,1,11,1,98
30613.8,0,1,1,0,9,0,97
12280.84,1,0,1,1,8,0,0
12658.74,0,0,0,1,7,1,53
17429.67,0,0,1,0,9,0,41
119852.23,0,2,0,0,12,0,97
10912.05,1,1,1,0,4,0,4
52293.41,0,0,0,1,11,1,11
22861.6,1,0,0,1,11,1,32
11339.9,1,2,1,1,6,1,18
66368.31,0,3,0,0,12,1,72
257930,0,3,1,0,14,0,87
56609.97,1,0,0,1,13,1,25
183718.98,1,0,1,1,14,1,28
21313.67,1,0,1,1,10,0,42
11252.41,1,2,1,1,7,0,30
486389.8,1,2,0,1,14,0,7
10374.4,1,0,1,0,5,0,29
69931.99,0,0,0,0,10,1,18
17240.2,0,0,1,1,10,1,57
77790.27,1,0,0,1,13,0,36
235465.32,0,0,1,1,14,1,93
15255.07,1,1,0,1,9,1,11
580079.01,1,3,1,0,14,0,92
15427.1,1,0,1,0,8,1,15
855871.64,0,0,0,1,16,1,97
24468.43,1,0,1,1,6,0,43
10335.02,1,1,1,1,5,1,43
694843.96,1,4,1,1,15,0,84
25247.55,1,2,1,1,9,1,69
75831.94,1,4,0,0,12,0,72
10214.77,1,0,1,0,2,0,30
16913.63,1,4,0,0,9,0,15
14238.57,1,1,1,1,9,0,47
527655.12,1,1,1,1,13,1,61
474417.48,1,0,1,0,14,1,96
17646.41,0,0,0,0,5,1,50
416510.04,1,0,1,1,13,1,79
162194.12,0,0,0,1,11,1,23
134111.19,0,0,0,1,13,0,81
144821.88,1,2,0,1,14,0,33
100320.21,1,0,0,1,13,1,24
13365.68,1,0,1,0,5,1,61
548194.05,0,2,1,0,15,0,10
642939.31,1,4,1,1,16,0,98
80335.25,0,0,1,1,13,1,80
36707.79,0,0,0,1,9,0,14
498211.97,0,0,1,0,13,0,63
100481.57,0,3,0,1,13,1,11
192251.54,0,0,0,1,15,1,29
120412.51,1,0,1,0,12,0,36
25465.72,1,4,1,1,8,0,48
23708.91,1,2,0,1,9,1,46
11800.56,0,2,1,0,6,1,66
11344.22,1,0,1,0,6,0,44
106379.07,1,3,0,0,11,1,6
13413.14,0,4,1,0,6,0,15
10703.91,1,1,1,0,5,1,37
34660.53,0,2,0,1,9,0,46
761662.3,0,2,0,1,15,1,84
16554.1,0,0,1,0,8,1,21
13640.54,0,0,1,0,4,1,30
43740.38,0,4,0,1,11,1,34
267233.69,1,0,0,1,13,0,99
38908.38,0,2,0,0,11,0,16
10970.73,1,0,1,0,3,1,85
210080.96,0,4,0,0,12,1,17
21493.38,1,2,1,0,9,0,33
78426.98,1,0,0,1,12,1,14
34124.2,1,2,1,0,9,1,66
13372.05,0,2,0,1,7,1,60
12650.98,1,0,1,0,5,1,7
17346.76,0,0,0,0,7,1,16
831710.66,1,2,0,1,17,1,84
85878.53,0,1,1,0,12,1,58
878881.39,0,0,1,1,16,1,90
112224.19,0,0,1,1,11,0,89
173562.95,1,0,1,1,12,0,10
10786.62,0,1,0,0,6,0,27
98849.25,1,2,0,0,12,1,1
10107.33,0,0,1,0,3,1,93
10128.59,1,0,1,1,3,1,91
10383.09,1,4,1,1,5,1,90
59395.43,0,0,1,0,11,0,6
46419.57,1,4,1,0,8,0,10
56698.1,1,0,0,0,11,0,10
388046.71,0,0,0,1,15,0,52
692460.24,0,4,1,1,16,0,92
86289.13,1,2,1,1,12,1,12
18394.73,1,0,1,1,9,0,12
14191.76,0,1,1,0,8,1,8
11404.28,1,1,0,1,7,0,22
298700.44,1,1,0,0,14,0,19
49660.05,1,4,1,1,9,0,58
379258.76,1,1,0,1,12,0,56
38336.76,0,1,1,1,9,1,95
11273.89,1,0,1,1,5,1,43
10483.52,0,0,1,0,5,0,74
26808.97,1,3,0,0,9,0,68
148845.68,0,0,1,1,13,0,58
25367.53,1,3,0,1,11,1,59
44864.65,1,0,1,1,12,0,13
140841.42,0,1,0,1,13,1,76
54185.62,0,0,1,0,12,0,52
17903.83,1,0,0,1,9,1,42
418558.39,0,1,1,1,15,1,80
16060.58,1,0,1,1,8,0,53
53909.23,0,0,0,0,11,1,2
12160.58,1,0,1,1,7,0,74
20552.4,1,3,1,0,8,1,92
75552.23,1,0,1,1,11,1,40
11039.95,1,1,1,1,4,1,56
24420.35,1,0,1,0,10,0,18
17250.46,0,2,1,1,9,0,87
81056.39,0,0,0,0,12,1,92
144214.47,0,0,0,0,11,1,28
85652.12,0,0,0,1,13,0,0
108728.11,0,0,0,0,12,0,8
12601.1,1,3,1,0,7,0,42
17685.58,0,0,0,1,9,0,64
227962.41,1,0,1,0,12,1,94
277630.06,1,0,0,0,12,1,1
36522.6,1,0,0,1,11,0,40
75084.1,1,4,1,1,12,1,74
34390.1,0,1,1,0,10,0,32
34160,0,0,0,1,11,0,37
871718.46,1,2,1,0,14,1,18
162791.99,1,2,0,0,11,0,41
10683.57,0,1,1,1,6,1,15
110345.43,0,0,0,1,13,0,93
173166.16,0,0,1,1,12,0,64
253095.63,0,1,0,1,12,0,10
21369.34,1,1,1,1,10,1,22
12503.22,0,0,1,0,4,1,31
429259.95,1,1,1,0,12,0,68
66056.28,1,0,0,1,11,1,15
10979.83,1,0,1,0,6,0,61
11134.97,1,0,0,0,5,0,55
32233.03,1,0,1,0,8,0,36
66765.19,0,0,0,0,10,1,25
97704,1,0,0,0,11,1,79
17286.87,0,0,0,1,10,1,68
11199.88,0,0,1,1,7,0,20
29085.42,0,0,0,1,10,0,21
459256.88,0,0,1,1,12,1,0
523897.54,1,2,0,1,16,1,92
40972.94,1,0,1,0,11,0,42
295403.8,0,0,0,0,11,0,51
10488.21,1,0,0,1,6,1,19
13959.45,0,0,0,0,7,1,40
15151.39,1,0,0,0,7,0,14
10841.71,0,0,1,1,7,1,31
10290.18,1,4,1,0,4,1,44
36274.76,1,0,1,1,12,0,89
36185.7,0,0,1,1,9,1,32
10131.41,0,0,1,0,3,0,65
280836.37,1,1,0,1,14,0,15
13352.15,0,0,1,0,8,0,56
70426.54,0,2,1,0,10,1,69
18948.57,1,2,1,1,10,1,80
12827.53,1,0,1,0,8,1,63
28463.28,1,0,1,0,10,0,6
89937.86,1,0,1,1,10,0,22
104122.89,0,0,0,0,11,1,34
13170.86,0,0,1,0,7,0,66
244144.32,1,0,0,0,14,0,59
24880.68,0,0,1,1,6,1,38
12892.59,0,0,1,1,9,0,6
53619.27,0,0,1,0,10,0,60
11030.35,0,3,1,1,6,0,9
16994.63,0,0,1,1,9,0,22
466746.47,0,0,0,0,14,0,63
225767.32,1,1,1,1,12,1,11
10214.93,0,1,1,1,5,1,10
55924.02,0,3,1,0,10,1,25
45029.92,0,2,1,1,10,0,29
50368.39,1,0,1,1,12,1,81
10579.39,0,0,1,1,5,0,40
10634.01,1,0,1,1,6,0,11
192859.79,1,0,1,1,15,0,25
118575.65,0,0,0,0,12,1,42
137785.79,1,4,0,1,14,0,94
34575.66,1,0,1,1,11,0,91
146401.34,1,2,0,1,14,1,66
12833.56,0,0,1,0,8,1,38
620704.55,0,1,1,1,16,1,43
10527.05,1,0,1,0,4,0,19
10304.83,0,1,1,0,4,0,43
15246.3,1,0,1,1,9,1,78
28957.77,1,0,1,1,8,0,86
57649.64,0,0,1,0,7,1,55
57645.06,0,0,1,1,12,1,48
12651.72,0,1,1,0,7,0,23
379009.43,0,4,0,1,13,0,15
37899.09,1,2,1,0,11,0,2
10758.45,0,1,0,0,4,0,19
482612.54,1,0,1,0,15,0,88
25316.82,0,2,0,0,10,0,36
86316.51,1,0,1,1,12,1,51
497545.1,1,0,1,1,16,0,34
896462.29,0,1,0,1,17,0,51
10893.81,0,0,1,1,6,1,54
45448.46,1,1,0,1,12,1,45
64663.92,1,0,0,0,12,1,0
34583.21,0,0,1,1,11,1,10
274071.1,0,0,0,1,12,1,3
25017.57,1,1,1,0,8,1,33
94970.03,0,0,0,1,12,0,44
12848.84,1,0,1,0,7,1,24
29528.03,0,0,1,1,8,0,65
12088.27,1,3,1,0,7,0,79
12975.79,1,0,1,1,7,1,63
84710.87,0,0,0,1,12,1,73
135235.81,0,2,0,1,12,0,43
255596.28,1,0,0,0,12,0,8
188512.79,1,1,0,1,14,1,79
14258.47,0,0,0,0,7,1,29
36056.24,0,0,0,0,11,0,7
11064.48,0,0,1,0,7,0,10
34898.76,1,0,1,1,8,1,52
12053.68,0,0,1,1,6,0,3
200147.82,1,1,0,1,11,1,21
18022.11,0,0,1,1,10,0,4
148381.57,1,1,0,0,13,1,52
46512.79,0,2,0,1,12,0,8
375985.41,0,3,1,1,12,1,55
20386.95,0,0,0,0,9,0,28
218707.2,0,1,0,1,12,1,32
89366.89,1,0,1,0,11,1,34
66879.47,0,0,0,1,13,1,55
23690.27,1,2,0,0,10,0,42
140651.68,0,0,0,0,11,1,66
13088.32,1,0,1,0,4,1,54
11511.21,0,0,1,0,6,1,47
34596.85,0,0,0,1,11,0,37
58482.48,0,1,1,1,12,0,68
105993.64,1,0,1,1,12,0,83
10896.7,0,0,1,0,5,1,53
23964.39,0,0,0,1,11,0,30
11242.51,1,4,0,0,5,0,32
44981.15,0,4,0,0,9,1,58
11766.01,0,1,1,1,6,1,66
317567.98,1,0,1,0,12,0,47
10968.51,1,1,0,0,6,0,15
13573.53,1,0,0,0,8,1,16
12354.76,1,0,1,1,8,0,63
10255.64,1,2,0,0,4,0,60
216218.65,1,0,0,0,12,0,53
45149.56,1,1,1,1,10,1,16
82949.07,1,1,0,0,12,1,7
45992.46,1,0,1,1,11,1,63
17382.98,1,0,0,1,7,0,55
37262.39,0,0,1,0,11,0,75
119984.82,1,3,1,0,12,1,28
41221.14,1,0,1,0,11,1,7
26055.45,0,2,0,1,8,1,45
446151.68,0,0,0,0,14,0,9
144491.34,0,2,1,0,12,0,87
12599.29,1,0,1,0,8,0,57
12209.69,1,0,1,1,8,1,60
11184.15,0,4,1,1,6,0,41
11655.77,0,1,1,0,7,0,37
11783.18,0,0,1,0,5,0,52
10221.36,0,1,1,0,3,0,48
51518.91,1,0,0,0,11,0,44
11666.53,0,1,0,1,6,1,46
24120.19,1,0,1,0,9,1,35
11252.46,1,0,1,0,6,1,45
168760.65,0,0,0,0,12,1,0
69620.55,1,3,1,0,10,1,1
412946.84,0,0,1,0,12,0,45
15078.03,1,4,1,0,9,0,3
66092.55,1,0,0,1,13,1,42
837284.77,0,0,1,0,15,0,4
41116.26,1,2,1,1,10,0,42
903873.02,0,0,0,1,16,0,40
11699.94,1,0,1,1,7,0,56
592153.46,0,1,1,1,15,0,96
10142.04,1,0,0,1,4,1,43
68286.55,1,0,1,0,9,1,24
20082.31,0,0,1,1,10,1,37
21575.87,0,3,0,0,9,1,9
41995.69,1,4,1,0,9,1,85
74943.48,0,0,1,0,11,1,76
158676.61,0,2,0,0,11,1,64
21981.79,1,0,0,1,10,0,20
20638.92,1,0,1,0,8,1,95
46840.06,0,1,1,1,12,0,82
79810.54,1,0,0,1,13,0,92
10510.94,1,0,1,1,6,0,20
132555.91,0,0,0,0,12,0,26
23100.87,1,1,1,0,8,0,75
29883.42,1,4,0,0,8,1,13
14554.52,0,3,0,0,8,1,40
36056.5,0,0,1,1,10,0,77
116913.68,1,0,0,0,9,1,46
10625.92,0,0,1,1,6,1,65
105630.86,1,0,0,0,12,1,27
296704.55,0,3,0,0,13,1,90
38898.79,1,0,1,0,11,1,62
13839.8,0,0,1,1,8,0,56
139836.61,0,0,0,0,13,0,93
118265.88,0,0,0,0,12,1,59
226670.38,0,4,0,1,13,0,76
10290.81,0,0,1,1,4,0,48
61066.88,0,0,0,1,12,0,27
13902.86,0,0,1,1,9,1,8
27533.63,0,4,1,1,9,0,30
47130.78,1,0,0,0,9,0,93
11043.2,0,0,0,1,6,1,67
12116.92,0,1,1,0,6,0,64
10152.1,0,2,1,0,3,0,68
71120.16,0,0,0,1,13,1,28
10801.41,1,0,1,0,6,1,21
26525.86,0,0,1,1,10,1,43
75926.02,0,2,1,1,10,1,85
22635.15,0,2,0,0,10,0,59
13939.32,0,0,1,1,9,0,57
25619.13,0,0,1,0,9,1,64
18242.89,0,0,0,1,6,0,3
22968.42,0,0,0,1,11,1,28
72887.99,0,3,1,0,12,0,75
332789.4,1,0,0,1,13,0,99
10788.02,0,0,1,1,6,0,28
11307.94,1,0,0,0,6,1,48
67220.69,0,0,0,0,12,1,63
13666.08,0,0,0,0,8,0,35
45440.66,1,1,0,1,12,1,88
10997.69,0,2,0,0,6,0,56
244342.61,1,0,0,0,12,1,53
18915.51,1,2,0,1,10,1,17
84285.18,1,0,0,1,13,0,39
10028.48,1,2,1,0,1,0,44
18051.88,0,2,1,0,8,1,71
220527.68,0,4,1,0,12,1,61
31895.33,0,0,1,1,9,0,28
26792.94,0,3,0,0,9,1,23
91260.7,0,1,1,1,13,0,66
93556.97,0,0,0,1,10,1,45
17421.12,0,0,1,1,10,1,13
68888.17,1,0,0,0,12,0,95
12020.48,0,0,1,1,5,1,33
23668.04,1,1,1,0,8,0,97
21466.33,1,2,1,0,9,0,15
14510.19,1,2,1,0,7,0,0
311087.48,1,2,0,0,12,0,1
13556.23,1,0,1,1,9,1,22
42626.47,0,0,0,1,12,1,63
36676.26,1,0,1,1,10,1,93
10815.43,0,0,0,0,5,1,61
49789.84,1,0,1,0,11,1,36
33715.78,0,2,1,0,9,1,51
66884.05,1,0,0,0,11,1,99
10136.82,0,3,0,1,3,0,67
27670.09,1,1,1,1,11,0,46
60951.5,1,0,1,1,12,1,20
14616.48,1,0,1,1,8,0,46
592542.34,1,0,1,0,13,0,42
10848.72,1,0,1,0,6,1,12
67803.96,1,2,1,0,11,1,2
31677.55,0,4,1,0,11,0,45
11802.49,0,1,0,0,6,1,49
10390.71,0,2,1,0,4,0,38
11776.24,0,1,1,1,8,0,45
37742.63,0,0,1,0,11,1,38
60990.64,1,0,0,1,11,0,60
92565.52,1,0,1,1,11,0,68
11220.31,0,2,0,1,7,0,25
15381.62,1,1,1,1,9,1,27
209792.63,1,3,0,0,12,0,64
866496.18,1,0,0,0,13,0,67
200155.58,1,1,1,1,13,1,53
26529.3,1,0,0,0,10,0,12
35116.96,0,0,0,1,12,0,18
27005.21,1,0,1,0,10,1,22
13278.39,1,0,1,1,8,0,43
10573.23,0,1,0,1,4,1,5
10925.28,1,0,0,0,6,0,20
12294.64,1,1,1,1,6,0,1
14235.88,1,0,1,1,9,1,83
382902.85,1,0,0,1,15,1,87
899212.79,0,2,0,0,13,1,46
41137.12,1,1,0,0,9,1,2
222110.68,1,0,0,0,13,1,62
55394.65,0,0,0,1,10,0,36
535703.47,1,0,1,0,13,1,92
954977.42,0,0,0,0,13,1,78
73987.36,0,2,1,0,12,1,31
15946.28,0,2,0,1,9,0,60
22864.82,1,1,1,0,9,0,55
10713.76,0,0,1,1,5,0,26
10411.92,0,1,1,0,4,1,28
309059.76,1,0,0,0,13,1,33
68684.46,1,0,0,1,13,0,13
49805.27,0,2,1,1,13,0,20
10562.5,0,1,1,1,6,0,9
11010.54,1,0,1,0,6,0,52
11994.58,1,0,1,1,8,1,37
17175.21,0,2,1,0,9,1,11
33465.31,0,0,0,1,10,1,36
10148.58,1,0,1,0,4,0,0
20173.85,1,0,0,1,10,0,56
91091.32,1,4,0,0,12,1,93
11620.69,1,0,1,0,7,0,7
135256.46,0,1,1,1,11,1,82
12001.08,1,0,1,0,7,1,25
13281.83,1,0,0,0,8,1,17
35326.83,0,0,0,1,11,1,52
184498.01,1,0,1,0,12,0,27
11191.55,0,0,1,0,4,0,56
339627.56,1,0,1,0,12,1,97
26057.08,0,2,0,0,7,0,2
124063.47,0,3,0,1,13,0,27
26101.6,0,0,0,1,10,0,21
74257.62,1,0,1,1,12,0,46
25263,1,0,0,0,9,1,28
387181,0,2,0,1,14,0,39
18621.03,1,0,1,1,8,0,21
11874.56,1,4,1,1,7,0,8
15165.32,1,0,0,1,9,1,30
10582.94,1,1,1,0,3,0,29
23270.73,1,0,1,1,11,1,18
52928.81,0,0,0,0,12,0,16
267946.15,1,2,0,1,14,0,98
11365.65,0,2,1,1,7,1,66
11771.34,1,0,1,0,4,0,11
320753.86,1,0,0,0,13,1,60
15358.57,1,0,1,1,9,0,2
38874.98,0,0,0,1,12,0,20
91513.02,1,2,1,1,13,0,26
199144.7,0,2,0,1,12,1,44
676872.44,1,1,0,0,14,0,72
42254.87,1,0,1,1,12,0,17
12686.62,0,1,1,0,6,1,61
67522.68,0,2,1,0,12,1,54
87867.84,1,0,1,0,12,0,40
85264.45,0,1,1,1,12,1,17
485927.49,0,0,0,1,14,0,45
10215.38,1,0,1,1,4,1,30
839719.83,0,0,0,0,13,0,8
23035.32,1,0,1,0,7,0,18
19161.11,0,0,0,1,9,0,38
40521.81,0,0,1,0,11,1,5
365341.19,1,1,1,0,13,0,91
101969.3,1,2,1,0,13,1,12
38138.52,1,0,0,1,12,0,16
31200.8,0,4,1,0,9,0,24
167796.83,1,3,0,0,11,1,56
50708.56,1,0,1,1,12,0,22
77378.83,0,0,1,1,12,0,78
10080.68,0,2,1,1,3,0,38
69906.63,1,2,0,1,12,0,9
11613.06,1,2,1,0,7,0,7
102179.74,1,0,1,0,11,1,11
107772.99,0,4,1,1,10,1,16
16687.58,1,0,1,1,10,1,58
122587.81,1,0,0,0,12,1,17
28379.31,0,2,0,0,8,1,9
10875.5,0,3,1,0,6,1,43
580690.14,1,2,1,0,15,1,70
13747.05,1,0,1,0,6,1,67
585310.39,1,2,0,0,12,0,11
103207.78,0,0,1,1,13,0,41
19810.28,0,0,0,1,9,1,25
12133.15,1,0,1,1,8,1,16
25440.13,1,0,1,1,10,0,86
10502.4,0,2,1,1,6,0,16
20088.93,0,2,1,0,8,0,84
10558.55,0,3,1,1,6,0,3
11755.66,0,1,1,1,7,0,45
255919.22,1,4,0,0,12,1,40
299835.81,0,0,0,1,15,1,64
144118.91,0,2,0,1,14,0,49
162314.4,1,2,0,0,12,0,90
14026.61,0,2,1,1,9,0,24
56011.78,0,2,0,0,10,1,49
12423.3,1,4,1,1,7,1,28
123868.81,0,4,0,1,13,1,53
81882.31,1,0,1,1,11,1,0
82444.38,0,1,1,0,12,1,83
26407.22,1,0,1,0,9,0,37
10884.22,1,0,1,1,7,0,7
454576.49,0,0,0,0,13,1,75
350956.46,1,0,0,1,16,0,0
147530.79,1,2,1,1,13,1,33
15485,1,0,0,0,7,0,47
36325.03,1,0,1,0,11,1,11
59776.8,1,1,1,0,12,0,1
72795.67,1,0,1,1,12,0,56
108557.71,1,3,1,0,12,0,72
24355.39,1,0,1,1,10,1,67
36500.05,1,4,1,1,10,1,19
10176.73,0,0,1,1,4,1,7
22685,1,0,1,1,11,0,14
16973.71,1,0,1,1,10,1,66
13712.94,1,0,1,0,8,0,56
147803.64,1,0,1,0,12,1,58
10551.89,0,0,1,0,6,0,13
32347.68,0,1,1,1,12,0,52
49837.93,0,0,1,1,12,1,75
871552.24,0,0,1,1,12,1,1
18799.27,0,0,0,1,6,0,34
27331.77,1,1,1,0,8,1,23
10466.42,0,0,0,1,6,0,25
11568.84,1,1,1,1,6,0,52
118740.03,1,2,1,0,12,0,71
15243.05,0,1,1,1,8,0,44
216111.84,1,0,1,0,14,1,58
371888.85,1,0,1,1,16,1,84
10413.24,0,1,1,1,5,1,64
423219.94,1,2,1,0,15,0,92
86787.54,0,0,0,1,10,1,7
17948.49,0,0,0,0,9,0,30
520479.69,0,0,0,0,15,1,39
10958.8,1,4,1,0,6,0,55
14437.17,0,3,1,1,8,0,23
68536.45,0,2,1,1,11,1,60
16774.48,0,1,1,1,8,0,24
16564.4,0,0,1,0,6,1,30
35583.55,1,0,0,0,9,0,53
40803.46,0,2,1,1,10,0,83
179722.38,0,0,1,1,14,1,95
107024.8,0,0,0,0,12,1,2
28279.76,0,0,0,0,9,1,36
24671.08,0,0,1,1,10,0,68
10383.12,0,2,1,0,5,1,54
13895.32,0,0,1,0,5,0,2
17736.56,1,2,0,0,8,0,10
123006.09,1,2,1,0,13,0,31
13271.33,1,0,0,0,6,0,39
10259.03,0,0,1,0,4,1,5
11330.06,0,0,0,0,7,0,3
93595.52,0,1,0,1,14,1,53
27756.98,0,2,1,1,8,0,95
13995.62,1,0,1,0,8,0,38
21420.08,0,0,1,1,11,1,41
168481.82,0,3,0,0,12,1,60
18709.93,1,1,1,0,10,1,37
26953.35,0,0,0,1,9,0,92
503301.35,1,1,0,1,12,1,65
240737.71,1,0,0,0,10,0,34
371222.1,0,3,0,0,14,0,99
16400.68,1,0,0,1,10,0,49
25013.31,0,2,1,0,10,1,72
592420.38,0,0,1,1,16,1,71
912717.01,0,1,1,1,15,0,81
79305,0,2,1,0,12,0,70
13425.25,1,0,1,1,6,0,51
319115.21,0,0,0,1,13,0,79
23688.31,1,0,1,1,11,1,54
673466.88,1,4,1,1,12,0,24
44160.35,0,0,0,1,12,1,51
70731.95,1,1,1,0,12,0,43
357835.25,0,0,1,0,13,0,82
23600.46,1,3,1,0,9,0,35
169558.58,1,0,0,1,13,0,64
11623.71,1,0,0,0,7,1,2
89500.47,1,1,1,1,12,0,83
47968.13,1,0,1,0,10,0,70
19108.2,1,1,1,0,6,1,34
28664.04,1,4,0,1,10,1,46
44229.59,0,0,0,0,10,0,49
199925.65,1,0,0,1,10,1,58
34554.32,0,0,1,1,11,1,46
12317.02,1,0,1,1,8,1,64
52551.68,1,0,0,0,11,1,49
32861.1,1,2,1,0,9,0,72
104505.54,0,0,1,0,12,1,86
321599.48,0,2,1,0,14,0,70
56403.85,1,0,1,1,12,0,8
833543.93,1,0,0,0,16,0,59
128637.96,0,1,0,1,8,0,42
11124.5,0,4,0,0,6,1,41
232979.82,1,2,0,0,10,1,92
51646.93,0,1,0,1,12,1,40
133172.21,0,0,0,1,14,1,34
10277.46,1,4,1,0,4,1,6
79448.03,1,0,0,1,10,1,66
112326.42,1,0,0,1,13,0,29
63437.77,1,2,1,0,10,1,60
11894.67,1,0,0,0,7,0,26
22494.14,0,0,1,0,9,0,53
188049.16,0,0,0,1,14,0,0
108650.15,0,0,1,0,12,0,19
14146.84,1,1,1,1,9,0,58
116756.26,1,1,1,0,12,1,5
21154,0,0,1,0,9,1,97
13432.41,0,2,1,1,6,0,61
296286.47,0,0,0,0,12,1,1
15299.91,1,2,1,1,9,1,43
14226.26,0,0,1,1,9,1,34
10584.67,1,0,1,1,6,0,26
13375.48,0,0,1,0,8,1,29
10531.13,0,0,1,1,6,0,9
484804.22,1,2,1,1,15,0,95
99965.92,0,0,0,1,12,0,67
90100.71,1,0,0,0,12,1,18
15176.76,0,0,1,1,9,1,28
117823.79,0,0,0,1,13,0,79
19963.59,1,0,1,0,8,0,67
39792.38,0,2,1,1,12,0,17
355186.77,0,0,1,1,14,0,86
521630.84,0,0,1,0,14,0,77
15007.68,0,0,1,0,7,0,13
24344.17,1,0,1,1,10,1,28
50900.12,0,0,1,1,12,1,43
39907.38,1,3,1,0,10,0,22
31391.2,0,2,1,0,10,1,56
184963.09,0,0,1,0,12,0,43
12843.36,1,0,1,0,8,0,76
110312.02,0,0,0,0,11,0,65
10200.76,0,0,1,0,4,0,15
63114.85,0,0,1,0,11,0,65
57489.15,1,2,0,0,12,1,0
133829.72,1,0,1,0,13,0,99
604897.27,1,1,0,0,15,1,19
132170.4,0,0,1,1,13,1,93
19812.07,1,0,1,1,6,1,88
43276.67,1,0,1,1,11,1,56
11756.44,1,2,0,0,7,0,40
515218.07,0,3,1,0,15,0,85
10966.32,0,2,1,1,4,0,13
15122.27,1,0,1,1,10,0,11
55318.05,1,0,1,1,12,0,38
565291.83,1,0,0,0,13,1,86
15870.31,0,0,0,1,10,1,35
26327.5,1,0,0,0,10,0,37
25430.63,1,0,0,1,11,1,45
77920.37,1,0,1,0,12,0,91
405857.39,0,2,1,1,14,1,46
17752.03,1,0,1,1,9,0,70
231853.06,0,1,0,0,13,0,40
19231.37,0,1,1,0,9,0,64
13399.51,1,3,1,1,7,1,62
134035.34,0,1,1,1,12,0,94
105913.39,1,2,1,1,12,1,14
10750.44,1,2,1,1,7,1,9
125046.39,0,0,1,1,14,0,43
25886.28,1,1,0,0,10,0,4
12452.05,0,2,0,1,8,1,15
128911.78,0,0,0,0,12,0,98
151541.31,0,0,0,1,14,1,57
187729.36,0,4,1,1,13,0,82
39932.24,0,2,0,0,11,0,58
16529.81,1,2,1,0,8,0,49
28607.03,1,0,1,1,11,0,4
18651.42,1,2,0,0,9,0,9
33638.08,0,0,1,0,9,0,52
80824.69,1,0,0,0,12,0,8
12749.86,1,0,1,0,8,1,32
253584.06,1,2,1,0,13,1,88
23278.14,1,0,1,0,10,0,73
206583.41,0,0,0,1,11,1,36
50867.44,1,0,0,0,10,1,49
67714.98,1,3,1,1,12,0,30
10569.13,0,0,1,0,5,1,11
20772.03,0,0,0,0,9,0,73
18059.98,0,2,1,1,10,0,48
635539.5,0,3,0,1,12,1,86
13521.25,1,0,0,0,8,0,32
215087.57,1,2,0,1,15,1,18
29407.24,0,3,0,0,11,0,3
416748.83,1,0,0,0,13,1,35
15938.71,0,1,1,0,9,0,58
161446.53,1,0,1,0,12,1,88
11186.6,0,0,1,1,6,0,9
397644.9,1,0,1,0,14,0,27
168522.61,1,1,1,1,12,1,7
10193.11,0,0,0,0,3,0,38
273834.75,1,4,0,1,15,0,49
11717.58,1,0,1,0,6,1,44
564930.55,0,0,1,1,16,1,97
91723.12,0,2,1,0,12,1,13
20827.54,0,0,0,1,9,1,63
14466.34,0,0,1,1,9,1,36
88759.3,1,0,1,1,12,0,34
24364.21,0,2,0,1,10,0,9
241356.01,1,0,1,0,14,0,91
11499.92,1,2,1,0,6,1,65
44640.07,1,0,1,1,12,0,67
202460.2,1,0,1,0,13,0,96
39208.57,0,0,0,1,11,1,26
434223.09,1,1,0,0,12,1,74
213794.74,0,1,0,1,12,0,30
117951.95,0,4,0,1,14,0,86
71170.07,1,0,1,0,12,0,82
294589.94,0,0,1,1,13,0,76
17589.01,1,0,1,0,8,1,19
895855.61,1,0,1,1,14,1,64
24823.03,1,1,1,1,8,0,81
12187.06,0,2,1,1,8,1,5
174379.93,0,1,0,0,13,1,90
24511.31,0,3,1,1,9,0,96
13808.45,0,1,0,1,8,1,25
139621.89,0,0,0,1,14,0,75
81463.17,1,0,1,1,14,1,53
76759.05,1,0,0,0,9,1,2
73263.66,0,0,1,1,13,1,23
214451.01,1,1,0,1,13,1,59
67325.83,0,1,0,0,12,1,61
34515.8,1,0,1,0,9,1,75
18686.52,0,0,0,1,10,0,49
20816.13,1,1,1,1,9,1,17
82045.53,1,4,0,1,11,1,58
68363.42,0,0,1,0,11,1,64
503338.19,1,3,0,1,14,0,13
333623.95,1,0,0,1,13,1,61
642409.69,1,0,0,0,14,0,37
12066.48,1,0,1,1,8,0,42
10576.4,0,0,0,0,5,0,34
51973.5,0,0,1,1,12,0,69
12623.66,0,0,1,1,8,0,57
30910.13,1,2,1,1,11,0,67
13165.23,0,0,1,1,9,1,47
43845.71,0,2,1,1,11,0,14
12396.45,1,0,1,0,7,0,4
92017.43,0,0,0,0,12,0,22
14151.7,1,0,1,0,8,1,40
12935.73,0,0,0,0,7,1,76
13136.61,0,2,1,1,7,1,54
115077,1,0,0,1,13,0,94
67846.9,0,1,0,1,11,1,79
299660.67,1,2,1,0,14,1,74
13458.87,0,1,1,1,8,1,39
810783.72,1,4,1,0,15,1,76
